lat, long
39.3139626257, -76.5889574403
39.2244405046, -76.6539728671
39.2819847327, -76.5402744578
39.3102961949, -76.7018022529
39.2948892219, -76.6921198901
39.2076687187, -76.6507954131
39.2384698451, -76.542669696
39.2994957306, -76.6362028131
39.2006932623, -76.6860700257
39.2382161867, -76.685919206
39.2300312262, -76.5978921294
39.3454284054, -76.6795310603
39.3435014507, -76.6212666194
39.3062100703, -76.5716012981
39.3080451733, -76.6750257434
39.2407525284, -76.5728159471
39.2023013276, -76.6158926976
39.2528679642, -76.6237480994
39.2443506573, -76.6881560506
39.3369601632, -76.6977771402
39.2066121059, -76.6857361033
39.2014740655, -76.6499850367
39.2206740528, -76.5557501776
39.2735303393, -76.5454132055
39.3479771314, -76.5471745764
39.2581044999, -76.5695380219
39.3269307115, -76.69727115
39.2610613356, -76.5684476361
39.2111859418, -76.6490927601
39.2178739261, -76.7089963882
39.265859073, -76.6996908007
39.3542327081, -76.5412400081
39.3045359177, -76.5423742332
39.2957431017, -76.7010956952
39.2413381437, -76.6960083398
39.3528782067, -76.6310560655
39.2060122964, -76.6893795782
39.2170697175, -76.6195291837
39.2357609956, -76.5659063771
39.3602399589, -76.593090964
39.3389299484, -76.5503903098
39.2319434162, -76.7111135218
39.2646386792, -76.6426671803
39.3327869152, -76.6173007009
39.2366979669, -76.5620323949
39.2981736099, -76.6768428398
39.23944969, -76.6628490027
39.2398051264, -76.5881120428
39.2715315817, -76.6976034288
39.223486626, -76.6633483148
39.2709637035, -76.5470533853
39.2063354047, -76.6377498606
39.2223824641, -76.7000231127
39.3282169303, -76.5928575777
39.3528368202, -76.6092926454
39.3578369597, -76.6446364061
39.2432579854, -76.5742155276
39.2422216633, -76.6126649696
39.2910526505, -76.5405397326
39.1979415328, -76.5818420074
39.289366423, -76.6671977517
39.3026212538, -76.5443310907
39.2018875931, -76.5479263708
39.2392453754, -76.6446815645
39.2041638007, -76.7049103403
39.2779844179, -76.6387652841
39.2833910993, -76.6922859956
39.3469585368, -76.5455611346
39.3719880871, -76.7015740835
39.2512900951, -76.6236020143
39.2347557371, -76.5346662695
39.2939751988, -76.5875679596
39.332525031, -76.6555411826
39.3551439946, -76.6381082785
39.2086530021, -76.5729423817
39.2738834116, -76.6107766373
39.3309884037, -76.5632176861
39.3191072383, -76.5635427552
39.2812102731, -76.5840404545
39.3664054934, -76.5646508807
39.2805386465, -76.6603937997
39.2913687538, -76.5512505906
39.2775391457, -76.6913400267
39.298718885, -76.6501187189
39.2220303336, -76.6151822633
39.2902687342, -76.5941417396
39.2208186325, -76.5697053336
39.2167345195, -76.6230090051
39.2646031725, -76.6499661373
39.344532738, -76.5564788056
39.2429545214, -76.5565782257
39.3111015714, -76.6370206918
39.3654224732, -76.5915808994
39.2718680738, -76.5650863908
39.2207178942, -76.6728923433
39.3151054678, -76.7017236309
39.2425142309, -76.5423583098
39.3236204817, -76.5463012603
39.2225963326, -76.5561531415
39.2689602031, -76.6396006149
