lat, long
41.1510196593, 29.1713453626
40.9896551341, 28.6528422898
41.1050937517, 29.0689399489
41.0788542884, 29.1149822443
41.147646804, 29.0241558143
41.1263047904, 29.0440109696
41.1466119111, 28.7186553927
41.0254275334, 28.6581265732
40.9856653841, 28.620150345
41.0965353469, 28.9036128502
41.070525607, 29.1256103404
41.010756271, 28.7382583197
40.9826585531, 28.7490816874
41.0819768615, 28.9810732694
41.1421270954, 29.0174919428
41.1015600294, 29.0460530776
41.0777210124, 29.1601819698
41.1518092245, 29.0772069664
41.0889959416, 28.6918910629
41.0274348427, 28.7817003588
41.0007551779, 29.1453296014
41.0181125069, 28.8295734507
41.0911149604, 29.0072088254
40.9855949943, 29.0423305394
40.9913999523, 28.6753486952
41.1391520282, 28.8341106537
41.0864200434, 28.8493161774
41.1034866034, 29.172659456
41.0176103494, 29.0831873561
41.1383979057, 28.7266689815
41.0024213625, 28.8887800044
41.1193236862, 28.8999886873
41.0957236142, 28.6131474364
41.0070276196, 29.0424614836
41.0099001419, 29.0317401612
41.0882640679, 29.0746285765
41.0659694383, 28.9240145664
40.9911215031, 28.7120343423
41.0070076498, 29.0393001154
41.100136097, 28.7784819711
41.0902309556, 28.9677109719
41.0398451182, 28.626837756
41.1145849072, 29.0315952992
41.0210567276, 28.9034605721
41.048761162, 28.9525625268
40.982801742, 28.8900722593
41.0426482182, 28.7632078218
41.0992796312, 28.860359643
41.1469876108, 28.86123886
41.1377455357, 28.7934247421
41.1234170019, 28.9392782557
41.1474337512, 28.6988116131
41.144980058, 29.1541845759
41.0089223977, 28.6701765062
41.1164654393, 28.8630939317
41.0742473398, 28.6989900711
41.1103359332, 28.8685283271
41.036184239, 29.076260335
41.1519609288, 28.7231955432
41.0738574865, 28.9288811368
41.1320576173, 28.9721931318
40.9857025112, 29.1002026461
41.0812360589, 28.7257592936
40.9974698193, 29.0509298197
41.0349982317, 28.9435680474
41.1322791689, 29.0767183876
41.0512340307, 28.863536884
41.0215734555, 28.7118819858
41.1016573999, 29.17661438
41.0061328162, 28.684358969
41.0956165524, 28.9723259563
41.0581504656, 28.9482811031
40.9886282895, 28.9098136084
41.0894884966, 28.6579169604
41.0155927049, 28.9140032049
41.0546494872, 28.8685677666
41.0747956769, 29.1679514527
41.0482711872, 29.1283412507
41.0244190383, 28.6304745798
41.0851216549, 28.8095399681
41.1517762599, 29.1323962401
40.993674275, 28.9181942899
41.12035367, 28.7739330014
41.0782453629, 28.9122518538
41.0614857218, 28.8437857816
41.0157648038, 28.8898531198
41.017372789, 29.1158550822
41.1039665893, 28.9233368069
41.0771404737, 28.8033504125
41.0411258691, 28.7312481822
41.1133109805, 28.6635476958
41.0035584594, 28.8501796732
41.0485642646, 29.1533658947
41.0423300918, 28.8740447984
41.1238713998, 28.6412940794
41.0649711653, 29.0062521631
41.0307991425, 28.6304639288
41.0970518919, 28.7730921404
41.0657458053, 28.895875264
41.0274156806, 29.1098722539
