lat, long
41.0857811548, 28.8305784134
41.0509622707, 29.000779917
41.0348329276, 28.8471632711
41.1478043627, 29.0765942538
40.9946435733, 28.7506189294
40.9847295737, 28.8669084535
41.0896590306, 29.0162263968
41.0932646899, 28.6648696474
41.0431451575, 28.6666210414
41.1325846279, 29.1281185974
41.1157080977, 28.8963944987
41.0379682487, 29.1034599252
41.0799066563, 28.9358055918
41.0697206112, 28.6977943928
41.1424371212, 29.075595747
41.030733554, 29.1030018663
41.0133643594, 29.0904124962
41.0091161023, 29.081484681
41.074823408, 28.819072821
40.9854295705, 28.9365775595
41.0758125783, 28.7800298144
41.0936748771, 28.8808973332
41.0927975002, 28.6988947932
41.0245139733, 28.6233228496
41.0878480997, 28.8232013966
41.0607380935, 29.14673482
41.1222206349, 28.7945143179
41.1078319285, 28.9152843363
41.0160608677, 28.6526253604
41.0380640257, 28.9463450604
41.0047297003, 29.0246759487
41.0602903164, 29.0785610439
41.1189790129, 28.9377222155
41.0425829114, 29.01004924
41.0238527723, 28.9986730421
41.0016306094, 28.6797530744
41.0349393361, 28.6166558925
41.0590091354, 28.8749839765
41.0154354903, 28.9070088658
41.0485459895, 28.8970302303
41.1089626743, 29.0726081815
41.1264703284, 28.9524706693
41.0034503206, 29.0783699839
41.0918180121, 28.8569153134
41.1309909435, 28.8035311213
41.0624913913, 28.7098009986
41.1443789959, 29.1286653536
41.0113362163, 28.9937064931
41.0603892334, 29.099123928
41.0081133936, 28.7104395368
40.9895282856, 28.6578397138
41.0399980455, 29.1246575174
41.0191000413, 29.1026640693
41.0212881178, 28.6594865283
41.0675832452, 28.6610623555
41.1170291317, 28.9705317034
41.0085095289, 28.7209963749
41.0226106127, 28.6269522769
41.07370535, 28.9843583156
41.0682642879, 28.897046746
41.0167838363, 28.929637393
41.1488475477, 29.025827566
41.0167105314, 28.6141950097
41.0039567175, 29.0344558586
41.1213978077, 28.6211541685
41.1043198948, 29.0438800321
41.0487855891, 28.8618949947
41.0053091653, 28.7381300551
41.0678927935, 28.9241547676
41.1319395297, 28.8986293602
41.1504876471, 28.9916760419
41.1183352509, 28.6440769498
41.144845187, 28.8506719052
40.9983573132, 28.8244331095
41.1136922089, 28.7039057275
41.1168527143, 29.0622184953
41.149814675, 28.6522640191
40.9912667564, 29.0998815936
41.0594722928, 29.100026057
41.1184883702, 28.9065496549
41.0956235379, 29.1091693874
41.1523221194, 29.0867218095
41.1410986419, 28.7544414168
41.1415285757, 28.6248438593
40.9993687462, 29.0196505557
41.1365097169, 29.0096977295
41.0263628715, 28.6123763732
41.0998063375, 28.9150778632
41.0829330025, 28.8145992269
41.1480442146, 28.9944442875
41.0685010831, 29.0367556189
41.1003834761, 28.774726485
41.0203649789, 28.7885440415
41.0401890826, 28.8885479825
41.1153888702, 28.9892941842
41.1472720998, 29.020268657
41.1480339081, 28.6503299095
41.1049750967, 29.1385025175
41.1167627237, 28.9398611281
41.1439313161, 28.8077633029
