lat, long
-34.6793776367, -58.3729298461
-34.6848733462, -58.4270712233
-34.5767242182, -58.4695509537
-34.6342177846, -58.518533911
-34.5692780299, -58.4380240363
-34.6002546364, -58.3864759926
-34.6519323569, -58.3972099583
-34.5401456732, -58.4583051293
-34.6805353539, -58.4471437241
-34.6385205786, -58.3396262144
-34.5773108217, -58.5193766655
-34.6871720153, -58.5208278144
-34.634315712, -58.3519959609
-34.589889088, -58.472602606
-34.5515035282, -58.5202479189
-34.6629640931, -58.4841352451
-34.6959583513, -58.4424214231
-34.5994612841, -58.3616855668
-34.6657480567, -58.4787889916
-34.5890946867, -58.3486816021
-34.699462842, -58.3896329395
-34.6153574183, -58.4724181115
-34.6704969766, -58.3849811773
-34.6213816801, -58.4383306067
-34.6179544337, -58.4446809081
-34.6628013063, -58.4703381473
-34.6641564468, -58.3439757717
-34.6403773651, -58.3814496037
-34.6804106899, -58.3892629704
-34.6767689011, -58.3414209809
-34.5494867988, -58.499815059
-34.5737728779, -58.3390826524
-34.5846914564, -58.4091178903
-34.5656615844, -58.5182157096
-34.7027765484, -58.3847178209
-34.5829376603, -58.3921424678
-34.6216689761, -58.3974402229
-34.5831376849, -58.4075703206
-34.6514998867, -58.5097013324
-34.6953395019, -58.4430793136
-34.6027349592, -58.4429397848
-34.6645016158, -58.4775083032
-34.6502223152, -58.4571450919
-34.5399124183, -58.4904523946
-34.5644660815, -58.4969696964
-34.6520912598, -58.3534694941
-34.5818114579, -58.5143109148
-34.622852208, -58.3455477801
-34.6446345585, -58.5108773736
-34.5670683506, -58.4009086484
-34.5892842864, -58.3860099904
-34.6595139816, -58.4380395369
-34.6608074094, -58.5312078658
-34.6446289659, -58.4375768905
-34.5980415419, -58.4506657656
-34.5268550313, -58.4801595104
-34.5398722253, -58.5184153295
-34.5574832927, -58.4471664784
-34.6620956359, -58.3859326799
-34.6496886742, -58.4807682094
-34.593580244, -58.441269348
-34.6401953858, -58.454347671
-34.7032253882, -58.4936278166
-34.5834159094, -58.3618352466
-34.6371541058, -58.5153681792
-34.7012050492, -58.3973761817
-34.5782378579, -58.4170733546
-34.703069139, -58.3800793234
-34.67916764, -58.4668035681
-34.5863129081, -58.4079946486
-34.5719526695, -58.3680973209
-34.6395208732, -58.3893160717
-34.6897438667, -58.5037363154
-34.6179255829, -58.4062149934
-34.6267741413, -58.4802367004
-34.6322698482, -58.4215039622
-34.6099501618, -58.5092971245
-34.6669693822, -58.4500664486
-34.5512386456, -58.502891944
-34.6590932075, -58.5181830128
-34.6002526702, -58.5055220813
-34.6345607289, -58.492136371
-34.6546243511, -58.5161746013
-34.6882075867, -58.4847101766
-34.5339700991, -58.528199959
-34.6001169684, -58.395515231
-34.5414276581, -58.3569935583
-34.5492684171, -58.4537344436
-34.5303447891, -58.4318940307
-34.6624516781, -58.4738819602
-34.6479013731, -58.3800393633
-34.5773454333, -58.3891509745
-34.6003558807, -58.3838470667
-34.5503052182, -58.5257068957
-34.6584677347, -58.355536386
-34.6591824195, -58.4285227321
-34.5700653361, -58.3825188532
-34.5619199542, -58.4283160532
-34.6556012183, -58.339491786
-34.5488513297, -58.5242708624
