lat, long
-34.5869658624, -58.3981021883
-34.6742688449, -58.511415012
-34.6187454541, -58.4590863318
-34.6071616914, -58.4552326427
-34.5806366052, -58.4311414213
-34.5695095559, -58.3451487024
-34.5321797016, -58.4648975988
-34.5862782586, -58.5281449956
-34.5970777645, -58.4702534152
-34.6634609242, -58.4984112694
-34.6445554195, -58.4649104828
-34.6890654629, -58.5199184939
-34.6979760194, -58.4814652301
-34.5465147987, -58.3754792398
-34.6577945805, -58.5074898314
-34.6179210149, -58.4023201013
-34.5675974933, -58.3677509018
-34.5383590875, -58.3960052598
-34.6275388029, -58.5027848053
-34.5834216112, -58.3393204925
-34.6497736484, -58.4919602664
-34.5382078784, -58.4713938747
-34.593826974, -58.4683138674
-34.6695078473, -58.385597806
-34.7034143449, -58.4505763951
-34.6236652267, -58.4670774026
-34.5770922816, -58.5024911042
-34.6637315509, -58.5299975294
-34.6592920531, -58.3408650705
-34.6152341135, -58.4642341618
-34.5963428518, -58.3804018275
-34.6971988461, -58.496440653
-34.5484857464, -58.3474519725
-34.547922089, -58.3577442236
-34.6058075828, -58.3855747935
-34.582721809, -58.3958393462
-34.5774042086, -58.4402684853
-34.5570343267, -58.4765108928
-34.6556963868, -58.5187827726
-34.556974603, -58.3585670258
-34.6532009271, -58.3428151948
-34.5924493833, -58.4622214125
-34.5676464592, -58.4402787906
-34.6679179113, -58.5161832329
-34.6976176372, -58.4582902939
-34.5305722577, -58.440861351
-34.6693153202, -58.3649668474
-34.6457346559, -58.4830058767
-34.6042840148, -58.441695919
-34.6660692791, -58.3732427784
-34.5534505707, -58.4296350525
-34.646101737, -58.4359082309
-34.6859924559, -58.4757493634
-34.5675406871, -58.4830420799
-34.553878118, -58.3465604911
-34.6075340382, -58.3353251001
-34.7050902764, -58.3705523518
-34.5394466436, -58.4492898225
-34.6583406458, -58.4692660294
-34.5971783869, -58.495328803
-34.599018599, -58.4208812232
-34.6802440226, -58.3850346993
-34.528311642, -58.4916541143
-34.7024764638, -58.3641641927
-34.602751045, -58.3711142542
-34.696681296, -58.4413619918
-34.5627675353, -58.421436036
-34.6273518741, -58.4213282048
-34.552915762, -58.453497752
-34.5402837803, -58.3360061911
-34.6312162295, -58.352813334
-34.6137630603, -58.4439834812
-34.6904232322, -58.411972477
-34.5605015763, -58.3509930126
-34.6074511914, -58.504526972
-34.6265060281, -58.3791767119
-34.5664317056, -58.3987089689
-34.5793049251, -58.3376531714
-34.5997500561, -58.5154962068
-34.5940723785, -58.458718271
-34.5695285978, -58.5088684982
-34.6239376286, -58.4842152507
-34.5635546204, -58.3546157358
-34.6830270328, -58.5148361256
-34.610238375, -58.5148891668
-34.6391851333, -58.4584208258
-34.6924662945, -58.3755829882
-34.6264118364, -58.3836954585
-34.5385871205, -58.3425777718
-34.6552269186, -58.5297514906
-34.6158187026, -58.5264304868
-34.6269344839, -58.4518966486
-34.5544948593, -58.5260463951
-34.5634194623, -58.3935301211
-34.701674328, -58.4313738988
-34.609065607, -58.3937247539
-34.6454819583, -58.472879961
-34.6646927582, -58.5041362749
-34.6215022334, -58.4388281576
-34.6873462105, -58.4876475191
