lat, long
-34.5365107318, -58.4729892731
-34.6501327522, -58.4171794172
-34.5598708355, -58.3517949515
-34.5339134153, -58.5018465876
-34.6895017295, -58.505702043
-34.5322067755, -58.3743840064
-34.5930242482, -58.3993930791
-34.5350758074, -58.4496997379
-34.6595314119, -58.4459030002
-34.6046811876, -58.5255168263
-34.6181596947, -58.3392431717
-34.5414613456, -58.5179434078
-34.5708565083, -58.3471986771
-34.6526539766, -58.4488748241
-34.6099400273, -58.4989053074
-34.5650577444, -58.47317478
-34.5501583921, -58.440450909
-34.6966108208, -58.3702943611
-34.6633048523, -58.5024562666
-34.6046803178, -58.5208025318
-34.5995743775, -58.3805015649
-34.6077082519, -58.3733759018
-34.6927424946, -58.4704003405
-34.5443137941, -58.4996440721
-34.6659709751, -58.3617589485
-34.5938452824, -58.3971354099
-34.6279293017, -58.3601505835
-34.6921608784, -58.3712672245
-34.6215881141, -58.5077279275
-34.561657817, -58.4656436888
-34.6386937294, -58.4228466561
-34.5538231339, -58.437710938
-34.6979490636, -58.401173466
-34.6747351244, -58.366170519
-34.5750424488, -58.3794319746
-34.5491283203, -58.5305777012
-34.6862269357, -58.4797263267
-34.5693746134, -58.484233294
-34.6492035795, -58.3375660706
-34.6609708072, -58.4109701397
-34.5851545113, -58.4061759938
-34.5646949509, -58.3986577901
-34.6154511361, -58.3538310792
-34.5978347976, -58.4505800618
-34.6564890197, -58.3716038749
-34.657994103, -58.5094606672
-34.6828197158, -58.4372949627
-34.555768544, -58.4726247871
-34.5407671526, -58.3740400685
-34.6657064295, -58.4336686133
-34.6282253284, -58.3426343305
-34.6169177937, -58.3880459526
-34.611077038, -58.499376599
-34.5419548824, -58.4634031926
-34.5481801976, -58.4029083331
-34.6997631902, -58.4982734853
-34.5495873624, -58.5129824242
-34.6375336182, -58.3792134676
-34.6379849143, -58.3904463904
-34.6501811297, -58.4459674171
-34.6512553896, -58.4537202705
-34.673125852, -58.338390048
-34.6063242611, -58.5130841244
-34.534560526, -58.4990184964
-34.6271508473, -58.4399433646
-34.5664607702, -58.3744735847
-34.5646760505, -58.3582734504
-34.688411353, -58.5177857522
-34.6540762174, -58.4899715691
-34.6794056783, -58.514772725
-34.5727746338, -58.5133771039
-34.6271234139, -58.373886897
-34.6594776831, -58.4521929098
-34.5345166092, -58.3363130185
-34.6257843077, -58.4768165832
-34.5423311415, -58.4779348219
-34.6162336849, -58.4531607685
-34.6236661753, -58.4063566957
-34.5604155376, -58.3617984615
-34.659120585, -58.4269157224
-34.7020111873, -58.489944391
-34.6303502758, -58.3913357762
-34.7002225693, -58.3530912028
-34.6438526035, -58.4133219365
-34.6709691383, -58.4971915972
-34.6222456698, -58.44643583
-34.5849614693, -58.399177038
-34.5961726592, -58.4700072396
-34.5912748672, -58.481296734
-34.6210800316, -58.4150830853
-34.6498463038, -58.3743625317
-34.6352797024, -58.4957637456
-34.6546028755, -58.4526889219
-34.573557752, -58.4874454414
-34.6149788216, -58.4810756371
-34.5734406218, -58.5159185275
-34.6710864056, -58.4284895259
-34.6553837435, -58.3448353062
-34.5965785551, -58.3846485444
-34.5695705164, -58.3879975736
