lat, long
48.8959115079, 2.35346342711
48.8477716734, 2.35364411983
48.8990092166, 2.27864362508
48.8274012126, 2.35363852017
48.822782829, 2.37175235074
48.8817377556, 2.25463706569
48.8796542179, 2.32406002985
48.8898875639, 2.36077644993
48.8606304679, 2.30057199887
48.8250162325, 2.34692473452
48.8758570346, 2.38529188476
48.8604007405, 2.28522702088
48.8471815001, 2.32030785046
48.8207272538, 2.40471307229
48.8721373813, 2.32454199507
48.8445314067, 2.35501982437
48.890692629, 2.39292001503
48.8387808529, 2.33637547491
48.8890950423, 2.35446868681
48.8712620635, 2.39627897329
48.8402681839, 2.35850918537
48.8339167818, 2.34603576747
48.8249465275, 2.30092379523
48.8419397628, 2.25379508478
48.8259114367, 2.33572675212
48.8924541299, 2.35923029803
48.8362402737, 2.37447165156
48.8457224761, 2.39028797362
48.832169328, 2.37390995419
48.8438261533, 2.30891339161
48.8664023027, 2.38462077736
48.8212046233, 2.26060602512
48.8485657652, 2.26805919595
48.8524442397, 2.36646610515
48.869210284, 2.35735172691
48.8850058014, 2.34969818416
48.8443243418, 2.29283241188
48.8307323196, 2.29142346044
48.8607458958, 2.34695046965
48.8290235963, 2.39286348178
48.8891100591, 2.26892805987
48.8623044771, 2.25803016685
48.8558249225, 2.35722907068
48.8892140106, 2.40575262975
48.8378628247, 2.3150173976
48.8666088434, 2.26837687477
48.8589600183, 2.32683822469
48.8995116794, 2.37686643784
48.8298166288, 2.2773870497
48.893392834, 2.27741660777
48.8926507566, 2.33037594453
48.8406913071, 2.34261567112
48.8284539632, 2.34148347951
48.8253777441, 2.34962722116
48.8402007033, 2.29972095296
48.8404855848, 2.36493261406
48.9006130817, 2.30496261642
48.8322433385, 2.28203333611
48.8728337497, 2.28956322629
48.883521327, 2.31101366389
48.8544385649, 2.31040563676
48.8258584802, 2.35226942955
48.898968293, 2.30160103085
48.8273054512, 2.31980866663
48.8501648532, 2.29949578388
48.8758331904, 2.33701334559
48.8510886502, 2.30083943761
48.9020758783, 2.28600295362
48.8723950238, 2.31624613929
48.8822994896, 2.40640353559
48.8327965572, 2.39627351973
48.8525368419, 2.28883719373
48.8748274097, 2.39648833645
48.8475207745, 2.31664008402
48.8681204797, 2.32670646751
48.8701733086, 2.40361161515
48.8794010913, 2.33916918184
48.8949800942, 2.36747215808
48.8791959192, 2.3900634422
48.8200192368, 2.33268319334
48.8829284981, 2.39431959722
48.8782606011, 2.33718209502
48.8215660901, 2.3507237238
48.8347419127, 2.32150270155
48.8728927602, 2.34643510353
48.819868548, 2.38085449738
48.8529757261, 2.34142929282
48.8451202831, 2.39763504958
48.8527619504, 2.40630072799
48.9002652051, 2.38063833428
48.8688124101, 2.3620445951
48.8895656432, 2.32551395524
48.8898614974, 2.35994271531
48.8892635117, 2.34260266211
48.8567352218, 2.36336405057
48.8873917588, 2.38377926038
48.8764294604, 2.29517639327
48.8719333238, 2.32952330192
48.8364431566, 2.38166206433
48.8958003038, 2.38712177678
