lat, long
50.8626076689, 4.40990871744
50.8531640711, 4.40439935677
50.9006879815, 4.36197167284
50.9032802268, 4.39558071652
50.8060437497, 4.4244384579
50.8108902903, 4.33983568418
50.8671128663, 4.37980991609
50.8801992449, 4.39829539507
50.7998964373, 4.34124348722
50.8742502304, 4.42953830519
50.8632221223, 4.39119080567
50.8919262317, 4.34269954039
50.8804218731, 4.31991191695
50.8968884059, 4.37061894295
50.7983391241, 4.43221924042
50.8673634433, 4.35288705492
50.8344683538, 4.35594871154
50.8426231154, 4.42517570888
50.8962046679, 4.36430323588
50.8598052115, 4.41530450877
50.8247292907, 4.42045803695
50.8347249348, 4.41337901406
50.9073402304, 4.38686368811
50.9039747872, 4.38317276388
50.8923011485, 4.38783683706
50.8647101078, 4.37136177594
50.8670897522, 4.34930567307
50.8456701772, 4.37318330708
50.8929626326, 4.34096105939
50.8763766202, 4.41484516348
50.8815035066, 4.33637598683
50.7984267254, 4.31529724358
50.8996207961, 4.34561698968
50.9119082551, 4.367650042
50.8414529682, 4.43227552765
50.9042495524, 4.38739788807
50.8220651436, 4.41387852603
50.831495713, 4.42812952466
50.8045052674, 4.3260119726
50.8448589253, 4.3527922548
50.8216193108, 4.35197479536
50.8401755307, 4.43596444117
50.9045892861, 4.42954341658
50.9016408668, 4.33987742544
50.8662601735, 4.3657095594
50.8231694679, 4.42643188008
50.8053133178, 4.33543608757
50.8246740752, 4.38622221271
50.8096974093, 4.4146119688
50.8160078034, 4.31688989807
50.8601217687, 4.33441622616
50.8985913993, 4.43405721473
50.8981879886, 4.32417264762
50.8158170814, 4.32201287346
50.8322589106, 4.35737656063
50.8031944148, 4.4236361746
50.8781882367, 4.42943840844
50.8762214201, 4.39197665217
50.7962813137, 4.34973562511
50.801769952, 4.42573018464
50.8490350902, 4.404758752
50.8057158817, 4.32551487152
50.8267961641, 4.37223845263
50.8922098591, 4.37558072385
50.8825186764, 4.41833006171
50.8715887853, 4.3281106213
50.8468533855, 4.33786165158
50.8588848912, 4.31454998506
50.8364821074, 4.38879680715
50.8390479756, 4.41037639373
50.8212087267, 4.32764006108
50.8865042607, 4.42070579841
50.898118244, 4.37877658523
50.8755356675, 4.39459490912
50.8177083606, 4.40961939931
50.8199436404, 4.4034139985
50.8885181115, 4.42062200431
50.8955215998, 4.3154849875
50.8160988729, 4.37143383071
50.8966689901, 4.37274727527
50.8075388145, 4.32180370445
50.8138904445, 4.32777828959
50.8361104333, 4.42673511021
50.8084435357, 4.38160432699
50.8563879366, 4.34251558541
50.8531882181, 4.41798000841
50.8195081927, 4.35231189917
50.8369967667, 4.38250880061
50.847517121, 4.41055320947
50.8641933644, 4.38029649078
50.848940951, 4.41740511483
50.8267072974, 4.37440139464
50.8267159632, 4.38976272834
50.8664030224, 4.37912570612
50.8770424122, 4.39714982931
50.9063595078, 4.35154814916
50.8146596706, 4.34003558181
50.8783296826, 4.43274667227
50.8273093688, 4.42442147779
50.8000865995, 4.34051309472
