lat, long
52.5678003728, 13.6661958396
52.5191327946, 13.3232465482
52.5516921945, 13.6261147653
52.6488096784, 13.1717428618
52.4837094704, 13.2068833563
52.5965413189, 13.1953654007
52.6582955819, 13.675821785
52.50519424, 13.3893815928
52.5088955568, 13.5425242126
52.6282724434, 13.5365425625
52.3602869303, 13.1276956177
52.4210468033, 13.428560717
52.3608254899, 13.6584349905
52.6544681805, 13.3751341586
52.4546380355, 13.2387345807
52.3813136631, 13.6644836247
52.6355053838, 13.3509690363
52.4707033897, 13.5557102213
52.4521820541, 13.2628276778
52.6309808993, 13.2246675225
52.4302084426, 13.3771083454
52.6329317583, 13.1976010278
52.4762929165, 13.0987747482
52.3369680073, 13.0730013348
52.5875184421, 13.4554048222
52.6061813671, 13.0946161647
52.644125911, 13.0788062412
52.3333369191, 13.3696270677
52.4833227702, 13.2378301603
52.4232199618, 13.7117431006
52.554705984, 13.1070318309
52.5283095234, 13.1195617604
52.6644349288, 13.5796436001
52.5110029292, 13.1379099979
52.4075600418, 13.5458105043
52.481406729, 13.2195498909
52.4918996878, 13.3139940087
52.603507186, 13.1290371066
52.4160387973, 13.2544933034
52.4667535649, 13.4470595108
52.5469978504, 13.1109004554
52.6334811619, 13.4866460146
52.431394889, 13.4006425571
52.6150381038, 13.6980130732
52.5354403845, 13.6926116816
52.4971353535, 13.6513420647
52.3412653328, 13.6418557546
52.4210882018, 13.5790670632
52.5513106678, 13.5160064804
52.6654279814, 13.1378709975
52.5802497194, 13.3753079039
52.4089301936, 13.432456712
52.3542170444, 13.2214985087
52.4105370351, 13.5351377746
52.4061979113, 13.1295073622
52.5316036173, 13.6230043798
52.5583058122, 13.2018392769
52.553437794, 13.3351821851
52.5245492537, 13.4451195118
52.4281726097, 13.5141162691
52.6024467857, 13.3011140546
52.4533656508, 13.600185689
52.3818726502, 13.5990327935
52.565002448, 13.4726024915
52.3538262724, 13.2030488218
52.4646770535, 13.1030796832
52.4666549977, 13.355876902
52.6575955143, 13.4796516546
52.4854484868, 13.6797035066
52.3673554009, 13.5421001888
52.43771163, 13.2326557065
52.330944954, 13.1071119425
52.5246270846, 13.411258875
52.5509034476, 13.5047735444
52.6070819387, 13.3852915205
52.3849840797, 13.4078087144
52.580676575, 13.1805884588
52.5030900594, 13.3425831563
52.5675906576, 13.5413473166
52.6480330552, 13.7096002109
52.4639583218, 13.631776711
52.4095279551, 13.1602613982
52.5262743704, 13.5980228031
52.5979511808, 13.3671316189
52.5017394691, 13.2546588949
52.6450795165, 13.5516465786
52.3781727357, 13.0857920545
52.4275910676, 13.3186256477
52.5829431561, 13.4758014657
52.4964501971, 13.4372524623
52.4721184547, 13.1711986815
52.6278853734, 13.1047764137
52.4883806882, 13.4051265629
52.4876485651, 13.130330071
52.5281381912, 13.4870154425
52.4261986701, 13.2690203316
52.6071335133, 13.3412989829
52.3903449642, 13.6446157252
52.4669565852, 13.4633537296
52.374149023, 13.4029182957
