lat, long
52.4477249146, 13.5339439157
52.6072287354, 13.3885207854
52.3619907746, 13.2691462617
52.4997846493, 13.658381963
52.5194830615, 13.3803658771
52.5855073818, 13.2710840881
52.4426232938, 13.0571177864
52.6295460512, 13.2652160297
52.4480686271, 13.3061486413
52.5731906798, 13.132251042
52.5934976974, 13.4618479582
52.3909134305, 13.4879622706
52.6205524489, 13.4085373065
52.3709369994, 13.5401936827
52.6560817598, 13.202813558
52.3618158878, 13.3517250601
52.6523318866, 13.4032484751
52.3974837491, 13.3791412271
52.5674090697, 13.4609889339
52.5844882098, 13.1172477707
52.4291992247, 13.7237950478
52.5572478545, 13.451398275
52.421833155, 13.0907867327
52.5725569132, 13.6333151159
52.4803806713, 13.5141870535
52.3412896454, 13.7261268855
52.3571298472, 13.5823028751
52.4644334607, 13.5607955035
52.3534457944, 13.2985486665
52.4433219968, 13.1410329578
52.545572688, 13.3856718043
52.3889557097, 13.6798295066
52.5311753643, 13.5801223069
52.529580133, 13.5344751571
52.3886038504, 13.6845498484
52.4524017555, 13.1653577261
52.4746618608, 13.3810168431
52.4920267482, 13.2921099453
52.587663378, 13.4850308854
52.424023321, 13.6364467737
52.6469121674, 13.0927217557
52.3520931681, 13.158987899
52.4681313907, 13.5560283684
52.659090065, 13.6894433998
52.3530525268, 13.2481117832
52.402779102, 13.1101426799
52.4870699127, 13.5399492277
52.4119213194, 13.1892927582
52.5043853126, 13.2731863572
52.4764324931, 13.1681156392
52.5803989304, 13.3528368701
52.510515601, 13.6587538435
52.4570280344, 13.6243793636
52.5342157916, 13.3957288635
52.5927399998, 13.1302707435
52.5132182607, 13.460820301
52.4381429482, 13.4943591359
52.6616772091, 13.6069524159
52.4425409034, 13.2695103881
52.5227758627, 13.460549677
52.4753999276, 13.1985741156
52.4421480383, 13.1582702717
52.4199672052, 13.1510149487
52.4754270978, 13.1210034397
52.634228656, 13.1802554406
52.6040270987, 13.3420047577
52.6213971751, 13.3152249403
52.4830651044, 13.2633437202
52.4963691215, 13.5846972238
52.3585879978, 13.669740688
52.6153381217, 13.3910940426
52.6249787906, 13.6949499578
52.6019490819, 13.3589856822
52.5765506399, 13.6356696908
52.6046197184, 13.2604496315
52.4858377177, 13.6271818887
52.4068570019, 13.3437948143
52.6674603248, 13.4152061001
52.5663753966, 13.063696979
52.3521458328, 13.4684770226
52.4040792699, 13.4872487647
52.431795884, 13.5421734192
52.4027206229, 13.1597612905
52.5658531058, 13.3300478165
52.5266766371, 13.0566563905
52.6216697926, 13.2469151758
52.4695973503, 13.7037129115
52.4362872099, 13.3259601399
52.5518826444, 13.4245229253
52.5919988925, 13.561529181
52.6217487335, 13.6120831819
52.5883872776, 13.4453670431
52.4461511264, 13.2689502898
52.4866827598, 13.6668425288
52.3642804418, 13.19089179
52.5618981817, 13.080948009
52.509698242, 13.5280414795
52.4194083955, 13.5057551658
52.5506413518, 13.4931509783
52.6173515994, 13.1722649266
