lat, long
52.4945566202, 13.1266875512
52.4143116509, 13.2226812381
52.420354284, 13.3641786049
52.4196820007, 13.0871619321
52.4096668361, 13.2214136625
52.4249672991, 13.0699916882
52.5197341987, 13.4434933404
52.3639576417, 13.1486756496
52.3637091502, 13.5167344015
52.3585978658, 13.4469079062
52.4240631197, 13.1165846118
52.4335880779, 13.1177699748
52.366003283, 13.5181257213
52.5218449478, 13.544398489
52.6580917855, 13.3388707122
52.3658088461, 13.1637817052
52.5890505479, 13.2749067425
52.4910143382, 13.3092931676
52.5235160264, 13.63046062
52.5432562972, 13.1423032728
52.6324103891, 13.288492785
52.6043619454, 13.2909984375
52.3855033716, 13.6019789011
52.4596687276, 13.7233283296
52.3324754599, 13.5035691134
52.663568822, 13.5681528843
52.6404380284, 13.3577937183
52.5924633635, 13.0652483601
52.3808607714, 13.16643138
52.3723072716, 13.2386062539
52.3719352549, 13.6246939781
52.4796522248, 13.3807555533
52.4140954664, 13.277426698
52.6524615075, 13.1445748975
52.4988262182, 13.4315031474
52.3803220505, 13.6022023579
52.6289803279, 13.5218038609
52.5080949541, 13.1301808179
52.6599631239, 13.2990583735
52.516242815, 13.550542985
52.62354204, 13.7075051446
52.3522379908, 13.6925643974
52.5409317892, 13.6500698535
52.370820238, 13.6970950388
52.4862976509, 13.3170811283
52.408659811, 13.1464822062
52.5958892112, 13.7136821062
52.5436072653, 13.5649889231
52.656031682, 13.2137308433
52.4560252743, 13.4478368822
52.4747642633, 13.5473398592
52.3582940668, 13.7040640157
52.5446493317, 13.0812656514
52.6536795786, 13.4635347358
52.4439329782, 13.3280190115
52.4893922232, 13.4695168862
52.4746867558, 13.5298278232
52.4254910091, 13.3416375048
52.5009501707, 13.0977172209
52.3767723759, 13.6031061745
52.4889188198, 13.6894837426
52.4123644946, 13.5866879279
52.5898865415, 13.2127952114
52.3854398152, 13.2579359672
52.6301867659, 13.5358872692
52.6418976687, 13.3681492051
52.4196795982, 13.3239023049
52.4964042833, 13.0937251492
52.3542419001, 13.7212179784
52.5003551079, 13.4507436111
52.5885899797, 13.4685669277
52.3807649166, 13.2301774358
52.3954684514, 13.1002218584
52.3632595961, 13.3137970965
52.4205018396, 13.1085393806
52.4944490411, 13.514903036
52.4712851881, 13.6924122894
52.6353816446, 13.083949218
52.4234988695, 13.6174693169
52.6267829347, 13.5650331109
52.5317048536, 13.1143279313
52.4676657866, 13.1903060337
52.5649364316, 13.5366821804
52.5030355203, 13.5755789051
52.6152709081, 13.275217919
52.4824885791, 13.3713065023
52.4272471037, 13.3589785292
52.4967516754, 13.4122218193
52.436063501, 13.506603776
52.594589824, 13.7239991516
52.5313480648, 13.2393095802
52.5529978013, 13.4313583592
52.4052357808, 13.7253344481
52.3541803951, 13.3553366896
52.6164853479, 13.5209628418
52.4588236509, 13.4549209169
52.5098683632, 13.453858736
52.5940050267, 13.7177619735
52.6217201505, 13.4700643184
52.4264230722, 13.1553829597
